dimDate[Date],dimDate[Year],dimDate[QuarterNo],dimDate[Quarter],dimDate[MonthNo],dimDate[Month],dimDate[WeekdayNo],dimDate[Weekday],dimDate[Week]
9/26/2022 0:00,2022,3,Q3,9,Sep,2,Mon,40
9/27/2022 0:00,2022,3,Q3,9,Sep,3,Tue,40
9/28/2022 0:00,2022,3,Q3,9,Sep,4,Wed,40
9/29/2022 0:00,2022,3,Q3,9,Sep,5,Thu,40
9/30/2022 0:00,2022,3,Q3,9,Sep,6,Fri,40
4/1/2022 0:00,2022,2,Q2,4,Apr,6,Fri,14
4/2/2022 0:00,2022,2,Q2,4,Apr,7,Sat,14
4/3/2022 0:00,2022,2,Q2,4,Apr,1,Sun,15
4/4/2022 0:00,2022,2,Q2,4,Apr,2,Mon,15
4/5/2022 0:00,2022,2,Q2,4,Apr,3,Tue,15
4/6/2022 0:00,2022,2,Q2,4,Apr,4,Wed,15
4/7/2022 0:00,2022,2,Q2,4,Apr,5,Thu,15
4/8/2022 0:00,2022,2,Q2,4,Apr,6,Fri,15
4/9/2022 0:00,2022,2,Q2,4,Apr,7,Sat,15
4/10/2022 0:00,2022,2,Q2,4,Apr,1,Sun,16
4/11/2022 0:00,2022,2,Q2,4,Apr,2,Mon,16
4/12/2022 0:00,2022,2,Q2,4,Apr,3,Tue,16
4/13/2022 0:00,2022,2,Q2,4,Apr,4,Wed,16
4/14/2022 0:00,2022,2,Q2,4,Apr,5,Thu,16
4/15/2022 0:00,2022,2,Q2,4,Apr,6,Fri,16
4/16/2022 0:00,2022,2,Q2,4,Apr,7,Sat,16
4/17/2022 0:00,2022,2,Q2,4,Apr,1,Sun,17
4/18/2022 0:00,2022,2,Q2,4,Apr,2,Mon,17
4/19/2022 0:00,2022,2,Q2,4,Apr,3,Tue,17
4/20/2022 0:00,2022,2,Q2,4,Apr,4,Wed,17
4/21/2022 0:00,2022,2,Q2,4,Apr,5,Thu,17
4/22/2022 0:00,2022,2,Q2,4,Apr,6,Fri,17
4/23/2022 0:00,2022,2,Q2,4,Apr,7,Sat,17
4/24/2022 0:00,2022,2,Q2,4,Apr,1,Sun,18
4/25/2022 0:00,2022,2,Q2,4,Apr,2,Mon,18
4/26/2022 0:00,2022,2,Q2,4,Apr,3,Tue,18
4/27/2022 0:00,2022,2,Q2,4,Apr,4,Wed,18
4/28/2022 0:00,2022,2,Q2,4,Apr,5,Thu,18
4/29/2022 0:00,2022,2,Q2,4,Apr,6,Fri,18
4/30/2022 0:00,2022,2,Q2,4,Apr,7,Sat,18
5/1/2022 0:00,2022,2,Q2,5,May,1,Sun,19
5/2/2022 0:00,2022,2,Q2,5,May,2,Mon,19
5/3/2022 0:00,2022,2,Q2,5,May,3,Tue,19
5/4/2022 0:00,2022,2,Q2,5,May,4,Wed,19
5/5/2022 0:00,2022,2,Q2,5,May,5,Thu,19
5/6/2022 0:00,2022,2,Q2,5,May,6,Fri,19
5/7/2022 0:00,2022,2,Q2,5,May,7,Sat,19
5/8/2022 0:00,2022,2,Q2,5,May,1,Sun,20
5/9/2022 0:00,2022,2,Q2,5,May,2,Mon,20
5/10/2022 0:00,2022,2,Q2,5,May,3,Tue,20
5/11/2022 0:00,2022,2,Q2,5,May,4,Wed,20
5/12/2022 0:00,2022,2,Q2,5,May,5,Thu,20
5/13/2022 0:00,2022,2,Q2,5,May,6,Fri,20
5/14/2022 0:00,2022,2,Q2,5,May,7,Sat,20
5/15/2022 0:00,2022,2,Q2,5,May,1,Sun,21
5/16/2022 0:00,2022,2,Q2,5,May,2,Mon,21
5/17/2022 0:00,2022,2,Q2,5,May,3,Tue,21
5/18/2022 0:00,2022,2,Q2,5,May,4,Wed,21
5/19/2022 0:00,2022,2,Q2,5,May,5,Thu,21
5/20/2022 0:00,2022,2,Q2,5,May,6,Fri,21
5/21/2022 0:00,2022,2,Q2,5,May,7,Sat,21
5/22/2022 0:00,2022,2,Q2,5,May,1,Sun,22
5/23/2022 0:00,2022,2,Q2,5,May,2,Mon,22
5/24/2022 0:00,2022,2,Q2,5,May,3,Tue,22
5/25/2022 0:00,2022,2,Q2,5,May,4,Wed,22
5/26/2022 0:00,2022,2,Q2,5,May,5,Thu,22
5/27/2022 0:00,2022,2,Q2,5,May,6,Fri,22
5/28/2022 0:00,2022,2,Q2,5,May,7,Sat,22
5/29/2022 0:00,2022,2,Q2,5,May,1,Sun,23
5/30/2022 0:00,2022,2,Q2,5,May,2,Mon,23
5/31/2022 0:00,2022,2,Q2,5,May,3,Tue,23
6/1/2022 0:00,2022,2,Q2,6,Jun,4,Wed,23
6/2/2022 0:00,2022,2,Q2,6,Jun,5,Thu,23
6/3/2022 0:00,2022,2,Q2,6,Jun,6,Fri,23
6/4/2022 0:00,2022,2,Q2,6,Jun,7,Sat,23
6/5/2022 0:00,2022,2,Q2,6,Jun,1,Sun,24
6/6/2022 0:00,2022,2,Q2,6,Jun,2,Mon,24
6/7/2022 0:00,2022,2,Q2,6,Jun,3,Tue,24
6/8/2022 0:00,2022,2,Q2,6,Jun,4,Wed,24
6/9/2022 0:00,2022,2,Q2,6,Jun,5,Thu,24
6/10/2022 0:00,2022,2,Q2,6,Jun,6,Fri,24
6/11/2022 0:00,2022,2,Q2,6,Jun,7,Sat,24
6/12/2022 0:00,2022,2,Q2,6,Jun,1,Sun,25
6/13/2022 0:00,2022,2,Q2,6,Jun,2,Mon,25
6/14/2022 0:00,2022,2,Q2,6,Jun,3,Tue,25
6/15/2022 0:00,2022,2,Q2,6,Jun,4,Wed,25
6/16/2022 0:00,2022,2,Q2,6,Jun,5,Thu,25
6/17/2022 0:00,2022,2,Q2,6,Jun,6,Fri,25
6/18/2022 0:00,2022,2,Q2,6,Jun,7,Sat,25
6/19/2022 0:00,2022,2,Q2,6,Jun,1,Sun,26
6/20/2022 0:00,2022,2,Q2,6,Jun,2,Mon,26
6/21/2022 0:00,2022,2,Q2,6,Jun,3,Tue,26
6/22/2022 0:00,2022,2,Q2,6,Jun,4,Wed,26
6/23/2022 0:00,2022,2,Q2,6,Jun,5,Thu,26
6/24/2022 0:00,2022,2,Q2,6,Jun,6,Fri,26
6/25/2022 0:00,2022,2,Q2,6,Jun,7,Sat,26
6/26/2022 0:00,2022,2,Q2,6,Jun,1,Sun,27
6/27/2022 0:00,2022,2,Q2,6,Jun,2,Mon,27
6/28/2022 0:00,2022,2,Q2,6,Jun,3,Tue,27
6/29/2022 0:00,2022,2,Q2,6,Jun,4,Wed,27
6/30/2022 0:00,2022,2,Q2,6,Jun,5,Thu,27
10/1/2022 0:00,2022,4,Q4,10,Oct,7,Sat,40
10/2/2022 0:00,2022,4,Q4,10,Oct,1,Sun,41
10/3/2022 0:00,2022,4,Q4,10,Oct,2,Mon,41
10/4/2022 0:00,2022,4,Q4,10,Oct,3,Tue,41
10/5/2022 0:00,2022,4,Q4,10,Oct,4,Wed,41
10/6/2022 0:00,2022,4,Q4,10,Oct,5,Thu,41
10/7/2022 0:00,2022,4,Q4,10,Oct,6,Fri,41
10/8/2022 0:00,2022,4,Q4,10,Oct,7,Sat,41
10/9/2022 0:00,2022,4,Q4,10,Oct,1,Sun,42
10/10/2022 0:00,2022,4,Q4,10,Oct,2,Mon,42
10/11/2022 0:00,2022,4,Q4,10,Oct,3,Tue,42
10/12/2022 0:00,2022,4,Q4,10,Oct,4,Wed,42
10/13/2022 0:00,2022,4,Q4,10,Oct,5,Thu,42
10/14/2022 0:00,2022,4,Q4,10,Oct,6,Fri,42
10/15/2022 0:00,2022,4,Q4,10,Oct,7,Sat,42
10/16/2022 0:00,2022,4,Q4,10,Oct,1,Sun,43
10/17/2022 0:00,2022,4,Q4,10,Oct,2,Mon,43
10/18/2022 0:00,2022,4,Q4,10,Oct,3,Tue,43
10/19/2022 0:00,2022,4,Q4,10,Oct,4,Wed,43
10/20/2022 0:00,2022,4,Q4,10,Oct,5,Thu,43
10/21/2022 0:00,2022,4,Q4,10,Oct,6,Fri,43
10/22/2022 0:00,2022,4,Q4,10,Oct,7,Sat,43
10/23/2022 0:00,2022,4,Q4,10,Oct,1,Sun,44
10/24/2022 0:00,2022,4,Q4,10,Oct,2,Mon,44
10/25/2022 0:00,2022,4,Q4,10,Oct,3,Tue,44
10/26/2022 0:00,2022,4,Q4,10,Oct,4,Wed,44
10/27/2022 0:00,2022,4,Q4,10,Oct,5,Thu,44
10/28/2022 0:00,2022,4,Q4,10,Oct,6,Fri,44
10/29/2022 0:00,2022,4,Q4,10,Oct,7,Sat,44
10/30/2022 0:00,2022,4,Q4,10,Oct,1,Sun,45
10/31/2022 0:00,2022,4,Q4,10,Oct,2,Mon,45
11/1/2022 0:00,2022,4,Q4,11,Nov,3,Tue,45
11/2/2022 0:00,2022,4,Q4,11,Nov,4,Wed,45
11/3/2022 0:00,2022,4,Q4,11,Nov,5,Thu,45
11/4/2022 0:00,2022,4,Q4,11,Nov,6,Fri,45
11/5/2022 0:00,2022,4,Q4,11,Nov,7,Sat,45
11/6/2022 0:00,2022,4,Q4,11,Nov,1,Sun,46
11/7/2022 0:00,2022,4,Q4,11,Nov,2,Mon,46
11/8/2022 0:00,2022,4,Q4,11,Nov,3,Tue,46
11/9/2022 0:00,2022,4,Q4,11,Nov,4,Wed,46
11/10/2022 0:00,2022,4,Q4,11,Nov,5,Thu,46
11/11/2022 0:00,2022,4,Q4,11,Nov,6,Fri,46
11/12/2022 0:00,2022,4,Q4,11,Nov,7,Sat,46
11/13/2022 0:00,2022,4,Q4,11,Nov,1,Sun,47
11/14/2022 0:00,2022,4,Q4,11,Nov,2,Mon,47
11/15/2022 0:00,2022,4,Q4,11,Nov,3,Tue,47
11/16/2022 0:00,2022,4,Q4,11,Nov,4,Wed,47
11/17/2022 0:00,2022,4,Q4,11,Nov,5,Thu,47
11/18/2022 0:00,2022,4,Q4,11,Nov,6,Fri,47
11/19/2022 0:00,2022,4,Q4,11,Nov,7,Sat,47
11/20/2022 0:00,2022,4,Q4,11,Nov,1,Sun,48
11/21/2022 0:00,2022,4,Q4,11,Nov,2,Mon,48
11/22/2022 0:00,2022,4,Q4,11,Nov,3,Tue,48
11/23/2022 0:00,2022,4,Q4,11,Nov,4,Wed,48
11/24/2022 0:00,2022,4,Q4,11,Nov,5,Thu,48
11/25/2022 0:00,2022,4,Q4,11,Nov,6,Fri,48
11/26/2022 0:00,2022,4,Q4,11,Nov,7,Sat,48
11/27/2022 0:00,2022,4,Q4,11,Nov,1,Sun,49
11/28/2022 0:00,2022,4,Q4,11,Nov,2,Mon,49
11/29/2022 0:00,2022,4,Q4,11,Nov,3,Tue,49
11/30/2022 0:00,2022,4,Q4,11,Nov,4,Wed,49
12/1/2022 0:00,2022,4,Q4,12,Dec,5,Thu,49
12/2/2022 0:00,2022,4,Q4,12,Dec,6,Fri,49
12/3/2022 0:00,2022,4,Q4,12,Dec,7,Sat,49
12/4/2022 0:00,2022,4,Q4,12,Dec,1,Sun,50
12/5/2022 0:00,2022,4,Q4,12,Dec,2,Mon,50
12/6/2022 0:00,2022,4,Q4,12,Dec,3,Tue,50
12/7/2022 0:00,2022,4,Q4,12,Dec,4,Wed,50
12/8/2022 0:00,2022,4,Q4,12,Dec,5,Thu,50
12/9/2022 0:00,2022,4,Q4,12,Dec,6,Fri,50
12/10/2022 0:00,2022,4,Q4,12,Dec,7,Sat,50
12/11/2022 0:00,2022,4,Q4,12,Dec,1,Sun,51
12/12/2022 0:00,2022,4,Q4,12,Dec,2,Mon,51
12/13/2022 0:00,2022,4,Q4,12,Dec,3,Tue,51
12/14/2022 0:00,2022,4,Q4,12,Dec,4,Wed,51
12/15/2022 0:00,2022,4,Q4,12,Dec,5,Thu,51
12/16/2022 0:00,2022,4,Q4,12,Dec,6,Fri,51
12/17/2022 0:00,2022,4,Q4,12,Dec,7,Sat,51
12/18/2022 0:00,2022,4,Q4,12,Dec,1,Sun,52
12/19/2022 0:00,2022,4,Q4,12,Dec,2,Mon,52
12/20/2022 0:00,2022,4,Q4,12,Dec,3,Tue,52
12/21/2022 0:00,2022,4,Q4,12,Dec,4,Wed,52
12/22/2022 0:00,2022,4,Q4,12,Dec,5,Thu,52
12/23/2022 0:00,2022,4,Q4,12,Dec,6,Fri,52
12/24/2022 0:00,2022,4,Q4,12,Dec,7,Sat,52
12/25/2022 0:00,2022,4,Q4,12,Dec,1,Sun,53
12/26/2022 0:00,2022,4,Q4,12,Dec,2,Mon,53
12/27/2022 0:00,2022,4,Q4,12,Dec,3,Tue,53
12/28/2022 0:00,2022,4,Q4,12,Dec,4,Wed,53
12/29/2022 0:00,2022,4,Q4,12,Dec,5,Thu,53
12/30/2022 0:00,2022,4,Q4,12,Dec,6,Fri,53
12/31/2022 0:00,2022,4,Q4,12,Dec,7,Sat,53
1/1/2022 0:00,2022,1,Q1,1,Jan,7,Sat,1
1/2/2022 0:00,2022,1,Q1,1,Jan,1,Sun,2
1/3/2022 0:00,2022,1,Q1,1,Jan,2,Mon,2
1/4/2022 0:00,2022,1,Q1,1,Jan,3,Tue,2
1/5/2022 0:00,2022,1,Q1,1,Jan,4,Wed,2
1/6/2022 0:00,2022,1,Q1,1,Jan,5,Thu,2
1/7/2022 0:00,2022,1,Q1,1,Jan,6,Fri,2
1/8/2022 0:00,2022,1,Q1,1,Jan,7,Sat,2
1/9/2022 0:00,2022,1,Q1,1,Jan,1,Sun,3
1/10/2022 0:00,2022,1,Q1,1,Jan,2,Mon,3
1/11/2022 0:00,2022,1,Q1,1,Jan,3,Tue,3
1/12/2022 0:00,2022,1,Q1,1,Jan,4,Wed,3
1/13/2022 0:00,2022,1,Q1,1,Jan,5,Thu,3
1/14/2022 0:00,2022,1,Q1,1,Jan,6,Fri,3
1/15/2022 0:00,2022,1,Q1,1,Jan,7,Sat,3
1/16/2022 0:00,2022,1,Q1,1,Jan,1,Sun,4
1/17/2022 0:00,2022,1,Q1,1,Jan,2,Mon,4
1/18/2022 0:00,2022,1,Q1,1,Jan,3,Tue,4
1/19/2022 0:00,2022,1,Q1,1,Jan,4,Wed,4
1/20/2022 0:00,2022,1,Q1,1,Jan,5,Thu,4
1/21/2022 0:00,2022,1,Q1,1,Jan,6,Fri,4
1/22/2022 0:00,2022,1,Q1,1,Jan,7,Sat,4
1/23/2022 0:00,2022,1,Q1,1,Jan,1,Sun,5
1/24/2022 0:00,2022,1,Q1,1,Jan,2,Mon,5
1/25/2022 0:00,2022,1,Q1,1,Jan,3,Tue,5
1/26/2022 0:00,2022,1,Q1,1,Jan,4,Wed,5
1/27/2022 0:00,2022,1,Q1,1,Jan,5,Thu,5
1/28/2022 0:00,2022,1,Q1,1,Jan,6,Fri,5
1/29/2022 0:00,2022,1,Q1,1,Jan,7,Sat,5
1/30/2022 0:00,2022,1,Q1,1,Jan,1,Sun,6
1/31/2022 0:00,2022,1,Q1,1,Jan,2,Mon,6
2/1/2022 0:00,2022,1,Q1,2,Feb,3,Tue,6
2/2/2022 0:00,2022,1,Q1,2,Feb,4,Wed,6
2/3/2022 0:00,2022,1,Q1,2,Feb,5,Thu,6
2/4/2022 0:00,2022,1,Q1,2,Feb,6,Fri,6
2/5/2022 0:00,2022,1,Q1,2,Feb,7,Sat,6
2/6/2022 0:00,2022,1,Q1,2,Feb,1,Sun,7
2/7/2022 0:00,2022,1,Q1,2,Feb,2,Mon,7
2/8/2022 0:00,2022,1,Q1,2,Feb,3,Tue,7
2/9/2022 0:00,2022,1,Q1,2,Feb,4,Wed,7
2/10/2022 0:00,2022,1,Q1,2,Feb,5,Thu,7
2/11/2022 0:00,2022,1,Q1,2,Feb,6,Fri,7
2/12/2022 0:00,2022,1,Q1,2,Feb,7,Sat,7
2/13/2022 0:00,2022,1,Q1,2,Feb,1,Sun,8
2/14/2022 0:00,2022,1,Q1,2,Feb,2,Mon,8
2/15/2022 0:00,2022,1,Q1,2,Feb,3,Tue,8
2/16/2022 0:00,2022,1,Q1,2,Feb,4,Wed,8
2/17/2022 0:00,2022,1,Q1,2,Feb,5,Thu,8
2/18/2022 0:00,2022,1,Q1,2,Feb,6,Fri,8
2/19/2022 0:00,2022,1,Q1,2,Feb,7,Sat,8
2/20/2022 0:00,2022,1,Q1,2,Feb,1,Sun,9
2/21/2022 0:00,2022,1,Q1,2,Feb,2,Mon,9
2/22/2022 0:00,2022,1,Q1,2,Feb,3,Tue,9
2/23/2022 0:00,2022,1,Q1,2,Feb,4,Wed,9
2/24/2022 0:00,2022,1,Q1,2,Feb,5,Thu,9
2/25/2022 0:00,2022,1,Q1,2,Feb,6,Fri,9
2/26/2022 0:00,2022,1,Q1,2,Feb,7,Sat,9
2/27/2022 0:00,2022,1,Q1,2,Feb,1,Sun,10
2/28/2022 0:00,2022,1,Q1,2,Feb,2,Mon,10
3/1/2022 0:00,2022,1,Q1,3,Mar,3,Tue,10
3/2/2022 0:00,2022,1,Q1,3,Mar,4,Wed,10
3/3/2022 0:00,2022,1,Q1,3,Mar,5,Thu,10
3/4/2022 0:00,2022,1,Q1,3,Mar,6,Fri,10
3/5/2022 0:00,2022,1,Q1,3,Mar,7,Sat,10
3/6/2022 0:00,2022,1,Q1,3,Mar,1,Sun,11
3/7/2022 0:00,2022,1,Q1,3,Mar,2,Mon,11
3/8/2022 0:00,2022,1,Q1,3,Mar,3,Tue,11
3/9/2022 0:00,2022,1,Q1,3,Mar,4,Wed,11
3/10/2022 0:00,2022,1,Q1,3,Mar,5,Thu,11
3/11/2022 0:00,2022,1,Q1,3,Mar,6,Fri,11
3/12/2022 0:00,2022,1,Q1,3,Mar,7,Sat,11
3/13/2022 0:00,2022,1,Q1,3,Mar,1,Sun,12
3/14/2022 0:00,2022,1,Q1,3,Mar,2,Mon,12
3/15/2022 0:00,2022,1,Q1,3,Mar,3,Tue,12
3/16/2022 0:00,2022,1,Q1,3,Mar,4,Wed,12
3/17/2022 0:00,2022,1,Q1,3,Mar,5,Thu,12
3/18/2022 0:00,2022,1,Q1,3,Mar,6,Fri,12
3/19/2022 0:00,2022,1,Q1,3,Mar,7,Sat,12
3/20/2022 0:00,2022,1,Q1,3,Mar,1,Sun,13
3/21/2022 0:00,2022,1,Q1,3,Mar,2,Mon,13
3/22/2022 0:00,2022,1,Q1,3,Mar,3,Tue,13
3/23/2022 0:00,2022,1,Q1,3,Mar,4,Wed,13
3/24/2022 0:00,2022,1,Q1,3,Mar,5,Thu,13
3/25/2022 0:00,2022,1,Q1,3,Mar,6,Fri,13
3/26/2022 0:00,2022,1,Q1,3,Mar,7,Sat,13
3/27/2022 0:00,2022,1,Q1,3,Mar,1,Sun,14
3/28/2022 0:00,2022,1,Q1,3,Mar,2,Mon,14
3/29/2022 0:00,2022,1,Q1,3,Mar,3,Tue,14
3/30/2022 0:00,2022,1,Q1,3,Mar,4,Wed,14
3/31/2022 0:00,2022,1,Q1,3,Mar,5,Thu,14
